id,y
561,1
562,9
563,8
564,4
565,6
566,1
567,1
568,1
569,9
570,6
571,8
572,9
573,1
574,6
575,8
576,8
577,7
578,4
579,9
580,3
581,1
582,6
583,6
584,1
585,3
586,1
587,1
588,1
589,4
590,7
591,1
592,4
593,3
594,1
595,4
596,8
597,9
598,6
599,9
600,8
601,1
602,9
603,6
604,8
605,1
606,6
607,1
608,6
609,6
610,1
611,7
612,8
613,6
614,2
615,1
616,1
617,6
618,6
619,1
620,8
621,9
622,6
623,8
624,7
625,9
626,2
627,6
628,9
629,6
630,1
631,1
632,6
633,8
634,6
635,7
636,1
637,2
638,9
639,3
640,3
641,9
642,6
643,6
644,6
645,8
646,1
647,1
648,6
649,4
650,1
651,6
652,9
653,6
654,1
655,1
656,4
657,6
658,6
659,1
660,8
661,8
662,8
663,1
664,8
665,1
666,6
667,8
668,9
669,8
670,6
671,6
672,2
673,1
674,1
675,1
676,8
677,5
678,1
679,6
680,9
681,6
682,6
683,8
684,1
685,8
686,8
687,6
688,7
689,1
690,1
691,1
692,1
693,6
694,6
695,1
696,6
697,8
698,2
699,8
700,1
701,8
702,1
703,6
704,7
705,1
706,4
707,1
708,7
709,6
710,1
711,9
712,6
713,5
714,3
715,1
716,8
717,1
718,6
719,1
720,6
721,2
722,7
723,8
724,9
725,8
726,8
727,1
728,1
729,8
730,6
731,2
732,6
733,4
734,1
735,9
736,1
737,9
738,8
739,4
740,6
741,1
742,6
743,6
744,4
745,1
746,6
747,4
748,6
749,1
750,4
751,6
752,7
753,2
754,6
755,8
756,1
757,8
758,9
759,4
760,6
761,1
762,1
763,6
764,6
765,8
766,1
767,7
768,1
769,3
770,7
771,8
772,1
773,4
774,6
775,6
776,1
777,1
778,9
779,4
780,4
781,6
782,4
783,2
784,8
785,8
786,4
787,4
788,8
789,9
790,1
791,1
792,8
793,6
794,2
795,4
796,1
797,1
798,6
799,9
800,8
801,1
802,7
803,3
804,9
805,6
806,1
807,7
808,1
809,9
810,8
811,3
812,1
813,6
814,9
815,1
816,6
817,6
818,6
819,1
820,2
821,1
822,1
823,7
824,9
825,8
826,1
827,4
828,4
829,7
830,1
831,6
832,1
833,1
834,6
835,7
836,8
837,3
838,9
839,2
840,5
841,9
842,1
843,6
844,1
845,6
846,2
847,9
848,8
849,9
850,6
851,8
852,6
853,1
854,9
855,1
856,6
857,4
858,6
859,6
860,6
861,1
862,4
863,6
864,6
865,4
866,6
867,1
868,1
869,8
870,1
871,6
872,6
873,8
874,6
875,6
876,6
877,6
878,1
879,1
880,2
881,2
882,1
883,6
884,1
885,1
886,8
887,6
888,8
889,1
890,9
891,6
892,1
893,4
894,1
895,3
896,2
897,1
898,3
899,2
900,6
901,6
902,1
903,9
904,6
905,6
906,3
907,6
908,1
909,6
910,9
911,8
912,9
913,1
914,8
915,1
916,1
917,8
918,8
919,3
920,8
921,3
922,8
923,4
924,1
925,8
926,6
927,6
928,7
929,4
930,1
931,2
932,1
933,6
934,1
935,9
936,4
937,1
938,8
939,4
940,6
941,6
942,6
943,7
944,8
945,1
946,9
947,9
948,1
949,6
950,2
951,1
952,1
953,1
954,7
955,8
956,4
957,8
958,9
959,6
960,1
961,8
962,6
963,9
964,4
965,1
966,9
967,4
968,1
969,1
970,9
971,2
972,9
973,6
974,8
975,9
976,9
977,1
978,7
979,3
980,8
981,8
982,1
983,1
984,8
985,1
986,8
987,9
988,1
989,9
990,4
991,6
992,1
993,1
994,8
995,1
996,6
997,7
998,6
999,8
1000,2
1001,1
1002,4
1003,8
1004,8
1005,7
1006,1
1007,7
1008,6
1009,8
1010,8
1011,8
1012,4
1013,4
1014,9
1015,4
1016,6
1017,2
1018,1
1019,6
1020,4
1021,9
1022,8
1023,1
1024,9
1025,4
1026,1
1027,4
1028,6
1029,1
1030,3
1031,6
1032,7
1033,1
1034,6
1035,6
1036,2
1037,1
1038,1
1039,1
1040,6
1041,1
1042,1
1043,9
1044,5
1045,1
1046,6
1047,6
1048,1
1049,1
1050,9
1051,1
1052,8
1053,6
1054,6
1055,9
1056,1
1057,9
1058,8
1059,9
1060,7
1061,6
1062,1
1063,1
1064,1
1065,6
1066,1
1067,6
1068,1
1069,9
1070,4
1071,6
1072,8
1073,5
1074,2
1075,9
1076,8
1077,6
1078,8
1079,2
1080,6
1081,6
1082,4
1083,9
1084,9
1085,6
1086,8
1087,8
1088,6
1089,1
1090,6
1091,4
1092,1
1093,1
1094,6
1095,8
1096,6
1097,4
1098,8
1099,7
1100,6
1101,1
1102,4
1103,3
1104,6
1105,9
1106,8
1107,4
1108,9
1109,8
1110,1
1111,9
1112,8
1113,8
1114,4
1115,4
1116,9
1117,7
1118,4
1119,1
1120,8
1121,2
1122,1
1123,9
1124,1
1125,1
1126,7
1127,1
1128,3
1129,1
1130,9
1131,2
1132,4
1133,6
1134,1
1135,2
1136,1
1137,1
1138,4
1139,7
1140,1
1141,1
1142,8
1143,5
1144,8
1145,6
1146,4
1147,8
1148,1
1149,8
1150,1
1151,6
1152,6
1153,9
1154,7
1155,1
1156,8
1157,3
1158,6
1159,8
1160,2
1161,6
1162,6
1163,5
1164,1
1165,4
1166,6
1167,8
1168,1
1169,1
1170,1
1171,6
1172,5
1173,8
1174,7
1175,1
1176,1
1177,8
1178,2
1179,6
1180,6
1181,6
1182,6
1183,1
1184,6
1185,2
1186,7
1187,8
1188,8
1189,6
1190,7
1191,4
1192,6
1193,2
1194,7
1195,1
1196,6
1197,1
1198,6
1199,1
1200,1
1201,8
1202,1
1203,1
1204,6
1205,9
1206,6
1207,1
1208,3
1209,2
1210,6
1211,9
1212,8
1213,9
1214,6
1215,3
1216,9
1217,1
1218,9
1219,9
1220,6
1221,8
1222,5
1223,4
1224,1
1225,2
1226,3
1227,1
1228,9
1229,2
1230,1
1231,4
1232,7
1233,8
1234,9
1235,6
1236,6
1237,8
1238,3
1239,9
1240,8
1241,8
1242,1
1243,1
1244,1
1245,6
1246,9
1247,7
1248,1
1249,8
1250,4
1251,1
1252,3
1253,6
1254,8
1255,1
1256,8
1257,4
1258,8
1259,6
1260,8
1261,6
1262,8
1263,7
1264,6
1265,6
1266,8
1267,1
1268,9
1269,6
1270,8
1271,9
1272,2
1273,1
1274,1
1275,4
1276,1
1277,6
1278,8
1279,6
1280,4
1281,3
1282,1
1283,3
1284,8
1285,9
1286,9
1287,6
1288,8
1289,1
1290,1
1291,9
1292,1
1293,1
1294,8
1295,8
1296,1
1297,1
1298,1
1299,9
1300,1
1301,1
1302,8
1303,6
1304,1
1305,1
1306,2
1307,8
1308,1
1309,1
1310,1
1311,1
1312,6
1313,9
1314,7
1315,1
1316,6
1317,6
1318,7
1319,8
1320,6
1321,2
1322,9
1323,2
1324,4
1325,1
1326,6
1327,1
1328,6
1329,7
1330,9
1331,1
1332,1
1333,8
1334,4
1335,6
1336,1
1337,8
1338,8
1339,1
1340,1
1341,6
1342,8
1343,4
1344,2
1345,9
1346,7
1347,8
1348,6
1349,1
1350,6
1351,6
1352,6
1353,6
1354,7
1355,1
1356,6
1357,1
1358,1
1359,6
1360,1
1361,6
1362,6
1363,1
1364,2
1365,4
1366,1
1367,6
1368,4
1369,1
1370,4
1371,1
1372,1
1373,1
1374,4
1375,6
1376,1
1377,1
1378,8
1379,6
1380,6
1381,7
1382,9
1383,6
1384,6
1385,8
1386,1
1387,1
1388,9
1389,7
1390,1
1391,9
1392,7
1393,1
1394,8
1395,1
1396,9
1397,8
1398,6
1399,1
1400,8
1401,9
1402,6
1403,2
1404,6
1405,1
1406,8
1407,7
1408,1
1409,4
1410,1
1411,3
1412,6
1413,4
1414,2
1415,6
1416,9
1417,6
1418,4
1419,7
1420,1
1421,7
1422,1
1423,9
1424,9
1425,8
1426,1
1427,1
1428,9
1429,8
1430,6
1431,1
1432,1
1433,9
1434,7
1435,1
1436,7
1437,1
1438,9
1439,2
1440,6
1441,1
1442,6
1443,1
1444,8
1445,9
1446,4
1447,4
1448,6
1449,8
1450,8
1451,7
1452,8
1453,6
1454,4
1455,7
1456,8
1457,3
1458,6
1459,2
1460,9
1461,1
1462,7
1463,1
1464,4
1465,8
1466,6
1467,1
1468,9
1469,1
1470,1
1471,1
1472,1
1473,1
1474,4
1475,3
1476,2
1477,1
1478,2
1479,7
1480,2
1481,1
1482,8
1483,1
1484,3
1485,1
1486,4
1487,4
1488,6
1489,6
1490,8
1491,3
1492,8
1493,3
1494,8
1495,8
1496,1
1497,1
1498,6
1499,6
1500,6
1501,7
1502,6
1503,6
1504,7
1505,6
1506,6
1507,1
1508,7
1509,1
1510,1
1511,4
1512,6
1513,8
1514,9
1515,1
1516,1
1517,2
1518,1
1519,6
1520,8
1521,2
1522,1
1523,6
1524,8
1525,1
1526,4
1527,7
1528,6
1529,2
1530,8
1531,2
1532,2
1533,8
1534,6
1535,1
1536,4
1537,1
1538,5
1539,9
1540,8
1541,8
1542,4
1543,6
1544,8
1545,2
1546,1
1547,9
1548,9
1549,4
1550,1
1551,3
1552,6
1553,7
1554,4
1555,6
1556,6
1557,4
1558,4
1559,8
1560,9
1561,6
1562,6
1563,4
1564,6
1565,8
1566,7
1567,1
1568,1
1569,2
1570,4
1571,1
1572,6
1573,9
1574,1
1575,2
1576,4
1577,1
1578,1
1579,7
1580,5
1581,6
1582,1
1583,1
1584,7
1585,1
1586,1
1587,6
1588,1
1589,8
1590,8
1591,7
1592,9
1593,9
1594,9
1595,6
1596,1
1597,1
1598,6
1599,2
1600,1
1601,6
1602,1
1603,4
1604,6
1605,1
1606,1
1607,7
1608,1
1609,8
1610,6
1611,9
1612,8
1613,8
1614,8
1615,1
1616,6
1617,6
1618,6
1619,9
1620,4
1621,2
1622,2
1623,1
1624,1
1625,1
1626,6
1627,1
1628,1
1629,2
1630,1
1631,6
1632,1
1633,6
1634,2
1635,4
1636,8
1637,1
1638,1
1639,6
1640,9
1641,4
1642,8
1643,8
1644,5
1645,6
1646,1
1647,1
1648,4
1649,1
1650,1
1651,2
1652,4
1653,1
1654,8
1655,6
1656,8
1657,1
1658,1
1659,8
1660,8
1661,9
1662,8
1663,1
1664,7
1665,6
1666,9
1667,1
1668,8
1669,1
1670,1
1671,1
1672,1
1673,5
1674,4
1675,9
1676,1
1677,9
1678,1
1679,1
1680,2
1681,1
1682,4
1683,1
1684,2
1685,1
1686,9
1687,2
1688,8
1689,6
1690,4
1691,1
1692,9
1693,2
1694,6
1695,1
1696,4
1697,9
1698,8
1699,8
1700,7
1701,4
1702,1
1703,4
1704,1
1705,6
1706,2
1707,2
1708,7
1709,3
1710,2
1711,6
1712,6
1713,1
1714,6
1715,8
1716,9
1717,6
1718,8
1719,1
1720,1
1721,1
1722,2
1723,2
1724,1
1725,8
1726,4
1727,2
1728,9
1729,1
1730,9
1731,9
1732,1
1733,1
1734,1
1735,9
1736,2
1737,1
1738,1
1739,4
1740,9
1741,9
1742,8
1743,1
1744,1
1745,1
1746,4
1747,1
1748,1
1749,6
1750,6
1751,1
1752,6
1753,1
1754,3
1755,9
1756,9
1757,1
1758,9
1759,6
1760,2
1761,3
1762,1
1763,6
1764,5
1765,4
1766,9
1767,4
1768,3
1769,6
1770,4
1771,1
1772,6
1773,5
1774,6
1775,1
1776,6
1777,6
1778,6
1779,4
1780,8
1781,3
1782,1
1783,6
1784,6
1785,6
1786,1
1787,6
1788,6
1789,6
1790,8
1791,8
1792,2
1793,1
1794,3
1795,1
1796,8
1797,8
1798,2
