id,y
429,1
430,4
431,8
432,7
433,2
434,8
435,4
436,2
437,9
438,3
439,9
440,8
441,8
442,8
443,9
444,6
445,3
446,1
447,8
448,8
449,8
450,7
451,3
452,6
453,8
454,1
455,6
456,8
457,9
458,1
459,1
460,6
461,1
462,9
463,2
464,8
465,9
466,1
467,1
468,1
469,1
470,8
471,8
472,1
473,6
474,7
475,1
476,6
477,1
478,1
479,6
480,8
481,9
482,1
483,1
484,2
485,8
486,6
487,4
488,1
489,6
490,1
491,6
492,6
493,1
494,1
495,8
496,8
497,6
498,1
499,1
500,1
501,1
502,8
503,3
504,9
505,1
506,6
507,9
508,1
509,4
510,6
511,8
512,4
513,9
514,1
515,6
516,8
517,1
518,1
519,9
520,4
521,6
522,8
523,4
524,1
525,8
526,4
527,1
528,8
529,8
530,8
531,9
532,8
533,3
534,6
535,6
536,2
537,8
538,1
539,8
540,9
541,1
542,1
543,6
544,6
545,8
546,6
547,1
548,3
549,6
550,9
551,8
552,8
553,1
554,4
555,6
556,3
557,8
558,1
559,9
560,9
561,1
562,9
563,6
564,3
565,6
566,1
567,1
568,1
569,3
570,6
571,8
572,9
573,1
574,6
575,8
576,8
577,8
578,4
579,9
580,3
581,1
582,8
583,6
584,1
585,2
586,1
587,1
588,1
589,4
590,7
591,1
592,4
593,3
594,1
595,4
596,6
597,9
598,7
599,9
600,8
601,1
602,9
603,8
604,8
605,1
606,7
607,1
608,8
609,1
610,1
611,7
612,8
613,4
614,4
615,1
616,1
617,8
618,6
619,1
620,8
621,9
622,6
623,8
624,8
625,9
626,4
627,6
628,9
629,8
630,1
631,1
632,5
633,8
634,6
635,8
636,1
637,1
638,9
639,1
640,4
641,8
642,6
643,6
644,8
645,8
646,1
647,1
648,8
649,4
650,1
651,6
652,9
653,6
654,1
655,1
656,4
657,6
658,6
659,1
660,8
661,8
662,6
663,1
664,8
665,1
666,6
667,6
668,9
669,8
670,6
671,8
672,4
673,1
674,1
675,1
676,8
677,6
678,1
679,6
680,9
681,6
682,7
683,8
684,1
685,8
686,8
687,4
688,8
689,1
690,1
691,1
692,1
693,8
694,6
695,1
696,6
697,8
698,6
699,8
700,1
701,6
702,1
703,4
704,8
705,1
706,4
707,1
708,6
709,6
710,1
711,9
712,7
713,6
714,3
715,1
716,8
717,1
718,6
719,1
720,6
721,6
722,7
723,8
724,9
725,8
726,9
727,1
728,1
729,8
730,6
731,1
732,6
733,3
734,1
735,8
736,1
737,8
738,8
739,5
740,8
741,1
742,6
743,6
744,3
745,1
746,7
747,2
748,8
749,1
750,4
751,7
752,8
753,2
754,6
755,7
756,1
757,8
758,9
759,4
760,7
761,1
762,1
763,7
764,4
765,8
766,1
767,8
768,1
769,3
770,8
771,8
772,1
773,3
774,2
775,6
776,1
777,1
778,9
779,4
780,2
781,6
782,6
783,1
784,8
785,8
786,2
787,2
788,8
789,9
790,1
791,1
792,8
793,7
794,2
795,2
796,1
797,1
798,6
799,9
800,8
801,1
802,7
803,3
804,9
805,6
806,1
807,8
808,1
809,9
810,8
811,2
812,1
813,6
814,7
815,1
816,6
817,6
818,6
819,1
820,1
821,1
822,1
823,8
824,9
825,8
826,2
827,4
828,4
829,7
830,1
831,6
832,1
833,1
834,8
835,7
836,8
837,6
838,9
839,2
840,6
841,8
842,1
843,6
844,1
845,7
846,6
847,9
848,8
849,9
850,6
851,8
852,5
853,1
854,9
855,1
856,6
857,4
858,6
859,7
860,6
861,1
862,7
863,6
864,8
865,4
866,6
867,1
868,1
869,6
870,1
871,6
872,6
873,8
874,6
875,8
876,7
877,6
878,1
879,1
880,3
881,6
882,1
883,6
884,1
885,1
886,8
887,6
888,1
889,1
890,9
891,8
892,1
893,3
894,1
895,3
896,4
897,1
898,3
899,2
900,6
901,8
902,1
903,8
904,6
905,6
906,2
907,6
908,1
909,7
910,9
911,8
912,9
913,1
914,8
915,1
916,1
917,8
918,8
919,2
920,8
921,2
922,8
923,6
924,1
925,8
926,6
927,7
928,6
929,3
930,2
931,6
932,1
933,7
934,1
935,9
936,2
937,1
938,8
939,4
940,6
941,6
942,6
943,8
944,8
945,1
946,3
947,9
948,1
949,6
950,2
951,1
952,1
953,1
954,7
955,8
956,6
957,8
958,9
959,8
960,1
961,8
962,3
963,9
964,3
965,1
966,9
967,2
968,1
969,1
970,9
971,4
972,7
973,4
974,7
975,9
976,1
977,1
978,6
979,1
980,8
981,8
982,1
983,1
984,8
985,1
986,8
987,9
988,1
989,9
990,4
991,6
992,1
993,1
994,8
995,1
996,8
997,8
998,6
999,8
1000,2
1001,1
1002,4
1003,6
1004,8
1005,8
1006,1
1007,6
1008,6
1009,8
1010,8
1011,8
1012,4
1013,6
1014,9
1015,4
1016,8
1017,2
1018,1
1019,6
1020,4
1021,9
1022,8
1023,1
1024,8
1025,4
1026,1
1027,4
1028,8
1029,1
1030,6
1031,6
1032,7
1033,1
1034,6
1035,6
1036,6
1037,1
1038,1
1039,1
1040,8
1041,1
1042,1
1043,9
1044,6
1045,1
1046,6
1047,6
1048,1
1049,1
1050,9
1051,2
1052,8
1053,6
1054,6
1055,9
1056,2
1057,8
1058,8
1059,8
1060,6
1061,6
1062,1
1063,1
1064,1
1065,8
1066,1
1067,6
1068,1
1069,9
1070,2
1071,6
1072,8
1073,6
1074,2
1075,9
1076,8
1077,8
1078,8
1079,2
1080,8
1081,6
1082,2
1083,9
1084,9
1085,6
1086,8
1087,8
1088,7
1089,1
1090,8
1091,3
1092,1
1093,1
1094,8
1095,8
1096,5
1097,6
1098,8
1099,6
1100,8
1101,1
1102,4
1103,3
1104,6
1105,9
1106,8
1107,4
1108,9
1109,8
1110,1
1111,9
1112,8
1113,8
1114,4
1115,4
1116,9
1117,6
1118,7
1119,1
1120,8
1121,4
1122,1
1123,9
1124,1
1125,1
1126,7
1127,1
1128,1
1129,1
1130,9
1131,1
1132,4
1133,6
1134,1
1135,2
1136,1
1137,1
1138,6
1139,7
1140,1
1141,1
1142,1
1143,6
1144,8
1145,7
1146,4
1147,8
1148,4
1149,8
1150,1
1151,6
1152,6
1153,9
1154,8
1155,1
1156,8
1157,3
1158,6
1159,8
1160,2
1161,6
1162,8
1163,7
1164,1
1165,4
1166,6
1167,8
1168,1
1169,1
1170,1
1171,8
1172,6
1173,8
1174,6
1175,1
1176,1
1177,8
1178,1
1179,8
1180,6
1181,6
1182,8
1183,2
1184,8
1185,1
1186,6
1187,8
1188,8
1189,6
1190,8
1191,4
1192,6
1193,6
1194,6
1195,1
1196,6
1197,1
1198,6
1199,1
1200,1
1201,8
1202,1
1203,1
1204,4
1205,9
1206,6
1207,1
1208,3
1209,1
1210,8
1211,8
1212,8
1213,9
1214,7
1215,3
1216,1
1217,1
1218,9
1219,9
1220,6
1221,8
1222,6
1223,4
1224,1
1225,2
1226,2
1227,1
1228,8
1229,3
1230,1
1231,6
1232,7
1233,8
1234,8
1235,8
1236,2
1237,8
1238,3
1239,9
1240,9
1241,7
1242,1
1243,1
1244,1
1245,8
1246,8
1247,7
1248,1
1249,8
1250,2
1251,1
1252,3
1253,6
1254,8
1255,6
1256,8
1257,4
1258,8
1259,5
1260,8
1261,8
1262,6
1263,8
1264,5
1265,6
1266,8
1267,1
1268,9
1269,6
1270,8
1271,9
1272,1
1273,1
1274,1
1275,4
1276,1
1277,7
1278,7
1279,6
1280,7
1281,2
1282,1
1283,2
1284,8
1285,1
1286,9
1287,8
1288,8
1289,1
1290,1
1291,9
1292,1
1293,1
1294,8
1295,8
1296,1
1297,1
1298,1
1299,9
1300,1
1301,1
1302,8
1303,1
1304,1
1305,1
1306,2
1307,6
1308,1
1309,2
1310,1
1311,1
1312,6
1313,9
1314,7
1315,1
1316,6
1317,6
1318,8
1319,8
1320,6
1321,2
1322,9
1323,6
1324,4
1325,1
1326,8
1327,1
1328,8
1329,7
1330,8
1331,1
1332,1
1333,6
1334,4
1335,6
1336,1
1337,8
1338,8
1339,1
1340,1
1341,8
1342,8
1343,3
1344,4
1345,9
1346,8
1347,8
1348,7
1349,1
1350,6
1351,7
1352,6
1353,5
1354,7
1355,1
1356,6
1357,1
1358,1
1359,6
1360,1
1361,7
1362,6
1363,1
1364,2
1365,2
1366,1
1367,7
1368,4
1369,1
1370,2
1371,1
1372,1
1373,1
1374,4
1375,6
1376,1
1377,1
1378,8
1379,6
1380,8
1381,7
1382,8
1383,6
1384,6
1385,8
1386,1
1387,1
1388,9
1389,7
1390,1
1391,9
1392,8
1393,1
1394,8
1395,1
1396,8
1397,6
1398,6
1399,1
1400,8
1401,8
1402,8
1403,2
1404,6
1405,1
1406,6
1407,9
1408,1
1409,2
1410,6
1411,3
1412,6
1413,4
1414,6
1415,6
1416,9
1417,6
1418,4
1419,7
1420,1
1421,7
1422,2
1423,8
1424,8
1425,8
1426,1
1427,1
1428,9
1429,8
1430,6
1431,1
1432,1
1433,9
1434,8
1435,1
1436,8
1437,1
1438,9
1439,3
1440,8
1441,1
1442,8
1443,1
1444,6
1445,9
1446,4
1447,4
1448,6
1449,8
1450,8
1451,8
1452,8
1453,6
1454,4
1455,7
1456,8
1457,6
1458,8
1459,4
1460,8
1461,3
1462,8
1463,1
1464,2
1465,8
1466,7
1467,1
1468,9
1469,1
1470,1
1471,1
1472,1
1473,1
1474,2
1475,2
1476,2
1477,1
1478,2
1479,6
1480,2
1481,1
1482,8
1483,1
1484,3
1485,1
1486,3
1487,3
1488,4
1489,6
1490,8
1491,4
1492,8
1493,3
1494,8
1495,8
1496,1
1497,1
1498,7
1499,8
1500,2
1501,7
1502,7
1503,4
1504,6
1505,7
1506,6
1507,1
1508,8
1509,2
1510,1
1511,4
1512,4
1513,8
1514,9
1515,1
1516,1
1517,1
1518,1
1519,6
1520,8
1521,1
1522,2
1523,6
1524,8
1525,1
1526,3
1527,7
1528,6
1529,2
1530,8
1531,7
1532,4
1533,8
1534,7
1535,1
1536,2
1537,1
1538,4
1539,9
1540,8
1541,8
1542,2
1543,7
1544,7
1545,1
1546,1
1547,9
1548,2
1549,4
1550,1
1551,7
1552,6
1553,7
1554,4
1555,7
1556,6
1557,4
1558,6
1559,8
1560,9
1561,6
1562,6
1563,4
1564,8
1565,8
1566,7
1567,1
1568,1
1569,1
1570,3
1571,1
1572,7
1573,7
1574,1
1575,2
1576,4
1577,1
1578,1
1579,8
1580,6
1581,6
1582,1
1583,1
1584,8
1585,1
1586,1
1587,6
1588,2
1589,8
1590,8
1591,8
1592,9
1593,9
1594,8
1595,6
1596,1
1597,1
1598,8
1599,2
1600,1
1601,6
1602,1
1603,3
1604,7
1605,1
1606,1
1607,8
1608,1
1609,8
1610,6
1611,9
1612,8
1613,8
1614,6
1615,1
1616,3
1617,6
1618,7
1619,2
1620,3
1621,1
1622,1
1623,1
1624,1
1625,1
1626,7
1627,1
1628,1
1629,2
1630,1
1631,8
1632,1
1633,6
1634,4
1635,4
1636,8
1637,1
1638,1
1639,5
1640,8
1641,4
1642,8
1643,8
1644,6
1645,2
1646,1
1647,1
1648,3
1649,1
1650,1
1651,1
1652,4
1653,1
1654,8
1655,6
1656,8
1657,1
1658,1
1659,8
1660,8
1661,8
1662,8
1663,1
1664,8
1665,7
1666,9
1667,1
1668,8
1669,1
1670,1
1671,1
1672,1
1673,6
1674,2
1675,9
1676,1
1677,2
1678,1
1679,1
1680,2
1681,1
1682,2
1683,1
1684,2
1685,1
1686,9
1687,2
1688,8
1689,6
1690,4
1691,1
1692,6
1693,2
1694,6
1695,1
1696,6
1697,8
1698,8
1699,8
1700,7
1701,6
1702,1
1703,4
1704,1
1705,6
1706,4
1707,3
1708,8
1709,3
1710,3
1711,7
1712,8
1713,1
1714,6
1715,8
1716,9
1717,8
1718,8
1719,2
1720,1
1721,1
1722,1
1723,2
1724,1
1725,8
1726,4
1727,2
1728,9
1729,1
1730,9
1731,9
1732,1
1733,1
1734,1
1735,9
1736,4
1737,1
1738,1
1739,7
1740,9
1741,9
1742,8
1743,1
1744,1
1745,1
1746,4
1747,1
1748,1
1749,6
1750,8
1751,1
1752,6
1753,1
1754,3
1755,9
1756,9
1757,1
1758,9
1759,7
1760,3
1761,3
1762,1
1763,6
1764,6
1765,4
1766,9
1767,6
1768,1
1769,6
1770,4
1771,1
1772,6
1773,6
1774,4
1775,1
1776,6
1777,6
1778,8
1779,4
1780,8
1781,2
1782,1
1783,6
1784,7
1785,6
1786,1
1787,6
1788,6
1789,4
1790,8
1791,8
1792,1
1793,1
1794,3
1795,1
1796,8
1797,8
1798,2
